LOCID,LONGITUDE,LATITUDE
MT24,-109.613519444,46.9721908333
7U4,-107.825649167,49.0000197222
MT97,-115.767944444,47.9785555556
S00,-106.417254167,48.8666916667
MT09,-106.608927778,48.8458569444
MT85,-106.364750556,48.7589144444
MT16,-113.2834025,47.0138252778
U05,-113.305064167,46.3193697222
MT67,-113.295063889,46.3299252778
1MT6,-113.510277778,46.3569444444
S34,-114.907083333,47.4735555556
MT78,-114.888745556,47.4682691667
PWD,-104.523172222,48.7886333333
MT60,-114.354029444,48.8144152778
8S1,-114.185286389,47.6954430556
42S,-105.182192778,48.1159586111
MT38,-105.156647222,48.4033547222
H28,-112.792580833,48.9999897222
RED,-109.267377778,45.1874447222
MT99,-109.2535,45.1777222222
7U8,-105.076364722,47.6266811111
16MT,-109.129876111,45.4052230556
7S0,-114.101072222,47.5671727778
MT19,-114.052331667,47.5910472222
MT10,-109.548501111,45.3202208333
RPX,-108.543396944,46.4749983333
MT79,-108.709040833,47.5841552778
8U0,-109.247666667,46.2905
3MT3,-109.365,46.1255555556
52S,-114.080663611,47.3249305556
1MT7,-111.158577778,47.4210694444
8U1,-107.503428056,47.1041636111
8U2,-113.250914167,48.0874530556
9S2,-105.43947,48.8077272222
8U3,-105.40055,49.0000241667
MT39,-113.3175,47.1060472222
MT56,-113.417576111,47.0999352778
23S,-113.445353056,47.1791027778
M35,-113.480078611,47.1743797222
SBX,-111.871247222,48.5406722222
SDY,-104.192554444,47.7068577778
8U4,-113.559255556,47.9582808333
S64,-110.229763889,47.1467194444
32S,-114.052805556,46.5251111111
MT32,-114.039825556,46.5388113889
98MT,-114.003183333,46.4428138889
8U5,-111.9217025,48.8866638889
MT64,-114.869852778,47.1843711111
9S4,-114.853741111,47.1682594444
7S8,-111.977542778,48.9986086111
MT11,-106.833944444,48.3166825
8U6,-105.313111111,46.7771388889
THM,-115.280666667,47.5735
MT92,-115.337374722,47.5902777778
0MT7,-115.404055556,47.6607777778
9S5,-111.569431944,45.8781138889
MT42,-111.513857778,45.9104836111
B70,-111.109141111,48.3138708333
8U8,-111.482586111,46.3312319444
8U9,-111.577193889,46.4188211111
29MT,-115.502777778,47.7388888889
57S,-115.903506667,48.4802205556
9U0,-108.409021389,48.8541736111
7S1,-112.302588889,45.5337716667
MT33,-111.487470556,47.4094
7S7,-112.250871111,48.2999758333
NC11,-78.9247308333,35.7415397222
0MT8,-113.997777778,48.4866666667
33MT,-114.001111111,48.4805555556
2MT1,-113.959444444,48.4830555556
WYS,-111.1176375,44.6883991667
0MT9,-114.4925,48.4833333333
58S,-114.299576111,48.40802
MT41,-112.1172175,45.8782597222
7S6,-110.913266667,46.5041072222
MT13,-110.913267778,46.5513325
MT20,-104.098820556,46.8583458333
9U1,-110.685486111,46.0496563889
9S7,-109.377679167,47.5516477778
7S4,-113.459225556,45.5915897222
02T,-112.981703889,45.7690922222
MT14,-112.886146389,45.8235366667
OLF,-105.575053611,48.0945177778
MT90,-105.334988056,48.3877988889
MT80,-105.608888333,48.0430727778
MT08,-108.483333333,47.9166666667
6NC8,-80.3844986111,35.9381925
30NC,-80.4569444444,36.0486111111
ASJ,-77.1708555556,36.2975258333
15NC,-76.9738888889,36.2397222222
VUJ,-80.1507955556,35.4166947222
9NC1,-80.1947222222,35.3633333333
RHP,-83.8630386111,35.1952297222
87NC,-78.6544444444,35.4694444444
NC81,-78.8597294444,35.7518177778
1NC0,-79.9414280556,35.7220808333
7NC9,-79.9111486111,35.7273586111
25NC,-79.71,35.6333333333
NC74,-79.8156666667,35.7111388889
HBI,-79.8947388889,35.6545277778
AVL,-82.5418055556,35.4361944444
NC95,-82.5485,35.5753333333
NC67,-82.4525,35.4677777778
NC65,-78.2680538889,34.5596127778
NC54,-76.3565825,34.8776638889
12NC,-76.35,34.8833333333
NC12,-76.7846561111,35.3896116667
NC06,-81.8967802778,36.1604033333
NC07,-81.8666666667,36.0666666667
4NC2,-76.6121497222,35.2076669444
7NC0,-76.7627083333,35.1585008333
MRH,-76.6605961111,34.7335502778
NC89,-76.6171538889,35.5429430556
3W6,-78.7830761111,34.5501686111
NC14,-81.6395502778,36.1967952778
NC04,-81.651495,36.199295
40NC,-81.5238888889,36.1802777778
26NC,-80.7156211111,36.2229136111
3NC1,-80.6583966667,36.2054144444
22W,-82.6441666667,35.2702777778
97NC,-82.1423611111,35.2558333333
NC16,-82.7267919444,35.2226141667
09NC,-79.030025,35.329325
57NC,-83.4582147222,35.4264844444
7NC5,-78.2466611111,35.9337641667
1NC5,-78.3485833333,35.9331944444
7NC1,-77.8502613889,34.5279447222
NC18,-77.9497108333,34.4140563889
BUY,-79.4748891667,36.0485433333
91NC,-79.5047222222,36.0623333333
2NC0,-82.3417941667,35.8687244444
84NC,-79.2486111111,35.2733333333
8NC1,-79.2408572222,35.3762661111
HFF,-79.4975,35.0365
N39,-82.7341666667,35.5061111111
4NC5,-77.0505030556,34.7304391667
60NC,-77.0510583333,34.7051616667
8NC2,-81.7851005556,35.2892894444
03NC,-77.9041666667,34.1043383333
5NC3,-79.4369444444,35.3416666667
04NC,-78.7822222222,35.7391666667
NC17,-76.3079691667,34.9801647222
3NC9,-79.0872338889,35.8751444444
NC34,-79.124735,35.9704191667
5NC5,-79.2730719444,35.9815280556
IGX,-79.0659083333,35.935
34NC,-80.8416666667,35.2055555556
2NC5,-80.9331283333,35.2362522222
NC90,-80.8689605556,35.2287530556
8A6,-80.6700683333,35.213755
CLT,-80.9431388889,35.214
NC24,-80.7192355556,35.211255
NKT,-76.8807333333,34.9008730556
1NC9,-81.4263888889,35.4497222222
NC29,-80.5975647222,35.6201391667
1E6,-78.6183333333,34.4577777778
NC32,-80.4363888889,36.0258333333
0NC8,-80.7353466667,35.7556952778
CTZ,-78.3656291667,34.9749388889
NC69,-78.4741719444,34.8710036111
NC85,-78.3191655556,35.0085005556
9NC5,-82.2111111111,35.24
4NC8,-80.6206230556,35.4223622222
NC41,-80.7041666667,35.3577777778
NC60,-80.6013888889,35.4351111111
NC19,-80.5756219444,35.3918075
NC77,-80.5756216667,35.4556952778
NC35,-80.6220119444,35.4029180556
JQF,-80.7091361111,35.387775
7NC2,-75.7885236111,36.2534952778
ONX,-76.0154444444,36.3999444444
6NC1,-81.0795225,35.5918002778
66NC,-77.4836111111,35.1744444444
NC82,-78.7025166667,34.6696138889
NC96,-78.6358483333,35.3132183333
NC22,-78.5551833333,35.2275333333
8NC8,-78.7833386111,36.060145
NC92,-78.9386197222,36.0065319444
83NC,-78.9880555556,35.9223333333
8N0,-79.7397572222,36.4940269444
EDE,-76.5670922222,36.0277344722
16NC,-76.6652777778,36.1961111111
NC28,-76.2357666667,36.2001580556
NC98,-76.2191002778,36.3246002778
1NC3,-76.1490955556,36.1807141667
ECG,-76.1745722222,36.2605805556
17NC,-78.3286125,34.4662797222
EYF,-78.5792708333,34.6018041667
NC94,-78.6252908333,34.6196144444
ZEF,-80.7860686111,36.2800236111
76NC,-77.6246963889,36.1598758333
NC45,-77.6375,36.2172222222
7W6,-75.9551841667,35.5623925
HRJ,-78.7322358333,35.3801563611
89NC,-79.0236111111,34.2663888889
NC70,-79.1025347222,34.5048863889
N08,-77.5605555556,35.5566666667
FAY,-78.8802777778,34.9912222222
5NC9,-78.8908588889,35.0526638889
2GC,-78.8435305556,34.8936916667
73NC,-78.9341936111,35.0676633333
NC83,-78.9372494444,35.0334969444
POB,-79.0145,35.1708333333
47NC,-78.8227777778,35.1380555556
NR00,-78.9458333333,35.0811111111
6NC3,-78.7722222222,35.0863888889
4NC6,-82.4795641667,35.44456
69NC,-81.8512119444,35.4340127778
FBG,-78.9366666667,35.1318333333
1A5,-83.4190438889,35.222595
78NC,-78.7475133333,35.5443255556
NC99,-78.6072272222,35.6743208333
4NC7,-78.5375030556,35.6962644444
AKH,-81.1498888889,35.2026388889
6NC6,-81.247,35.2821666667
9NC4,-76.6641666667,36.5094444444
59NC,-79.5553019444,36.0973575
NC25,-80.3111683333,35.5090286111
4NC9,-80.3425833333,35.4485
GWW,-77.9649330556,35.4605544444
2NC4,-78.1547158333,35.3379405556
5NC0,-77.9480555556,35.4016666667
0NC0,-77.9497075,35.3987727778
GSB,-77.9606666667,35.3393333333
6NC0,-78.1799944444,35.2890525
W88,-79.8030555556,36.1736111111
9NC9,-79.8950358333,36.2101355556
80NC,-79.6892763889,35.9989686111
3A4,-79.6855225,35.9419802778
36NC,-79.9080555556,36.2536111111
28NC,-79.8188888889,35.9558333333
GSO,-79.9373055556,36.09775
PGV,-77.3853055556,35.63525
NC91,-77.4075,35.6086111111
NC49,-77.1966666667,35.5277777778
NC75,-80.7202777778,35.8983333333
NC02,-81.8664927778,35.2126205556
3NC6,-80.6442347222,35.3118083333
HSE,-75.617795,35.2327875
62NC,-76.9446655556,34.9368263889
NC87,-76.9427211111,34.8818266667
NC08,-83.7362819444,35.0853686111
0NC9,-78.4497202778,36.3307011111
0NC1,-82.3753944444,35.4570613889
0A7,-82.4331741667,35.3076166667
8NC9,-82.4336111111,35.3072222222
90NC,-82.4669444444,35.32
NC01,-76.3270555556,36.0962222222
86NC,-76.4933333333,36.2636111111
21NC,-76.2794444444,36.1866666667
HKY,-81.3895488889,35.7411463889
E40,-81.3578638889,35.6520766667
NC68,-81.3327777778,35.7802777778
NC38,-81.375,35.6283333333
NC03,-79.9872613889,35.9084697222
N21,-77.5310794444,34.4910002778
01NC,-77.5813888889,34.4752777778
14NC,-77.55,34.5166666667
NC05,-80.7942380556,35.40875
31NC,-80.8591666667,35.4066666667
4W4,-79.0789013889,36.2834727778
28A,-80.5872894444,35.1209794444
10NC,-77.5094444444,36.3430555556
NCA,-77.4451638889,34.7073361111
OAJ,-77.6121377778,34.8291644444
N22,-77.5921930556,34.7168322222
52NC,-77.2666666667,34.8446111111
NC50,-81.3614872222,36.4601261111
GEV,-81.4196847222,36.4324311111
78A,-80.8681272222,36.2023563889
N88,-79.627525,35.926525
2NC8,-80.6397897222,35.5254163889
6NC2,-80.5581205556,35.5112502778
NC39,-80.6478455556,35.5243052778
41NC,-80.522,35.5218055556
NC64,-80.6966666667,35.5277777778
50NC,-80.6686111111,35.545
DPL,-77.981695,35.0000644444
23NC,-77.9616666667,34.9647222222
7NC3,-78.0986111111,35.5963888889
FFA,-75.6712869444,36.0182227778
ISO,-77.6088333333,35.3314444444
6NC9,-77.7505316667,35.2021075
55NC,-77.5841666667,35.2897222222
NC56,-78.4688888889,36.2047222222
NR01,-75.6936111111,36.0719444444
9NC0,-78.4370097222,35.7977222222
NC84,-82.9531919444,35.5348258333
44NC,-80.6519444444,35.5433333333
02NC,-80.5977777778,35.5411111111
2NC9,-79.4683808333,34.7532161111
68NC,-79.1280697222,36.3995841667
NC27,-81.4900944444,35.944575
18NC,-81.6137091667,35.8890188889
08NC,-80.4656119444,36.0676369444
2NC6,-80.3961661111,35.7995825
EXX,-80.3037819444,35.7811402778
48NC,-80.4169444444,35.7816666667
2A5,-79.6176455556,35.9117855556
N61,-79.5275222222,35.8737480556
IPJ,-81.1612583333,35.4833277778
9NC2,-78.7964122222,35.2182183333
98NC,-81.860575,36.1181055556
72NC,-77.8915277778,36.5109722222
3NC3,-80.4075,35.2469444444
NC26,-80.9706316667,35.6609677778
LHZ,-78.3302713889,36.0233452778
79NC,-78.2819386111,36.1343163889
00NC,-78.3713855556,36.0851502778
LBT,-79.0594444444,34.6099166667
53NC,-79.0805555556,34.3780555556
9NC6,-78.1608297222,34.2748911111
NC10,-78.0580483333,36.5418130556
0NC7,-79.9975,36.3572222222
N92,-81.1173011111,35.5743002778
MQI,-75.6955388889,35.9189888889
9A9,-82.0098308333,35.7206797222
NC33,-82.0241666667,35.6658333333
3NC4,-80.4089533333,35.0534830556
46NC,-80.3733333333,34.8927777778
MEB,-79.3658477778,34.7919391667
8NC7,-77.2766666667,34.9363888889
4W7,-79.2830727778,36.066805
7NC6,-79.3266847222,36.0554155556
75NC,-78.1836047222,35.8493213889
4NC1,-79.3016858333,36.5295838889
5NC1,-80.5122811111,35.7931941667
4NC0,-80.6161736111,35.8984702778
8A7,-80.4568063889,35.914915
31A,-80.5111691667,35.9854138889
43NC,-80.5163888889,36.0208333333
5NC2,-80.6192333333,34.8762613889
9NC3,-80.5663888889,35.0708333333
2NC2,-80.5236772222,34.96765
EQY,-80.6202344444,35.0188444444
24NC,-80.475,35.1272222222
14A,-80.8994305556,35.6138694444
35NC,-80.7513888889,35.5383333333
1NC2,-80.7894444444,35.6547222222
NR06,-80.8302777778,35.5627777778
NC30,-80.7414591667,35.6140275
NC80,-76.6996533333,34.7168280556
NC52,-81.7289863889,35.7284619444
MRN,-81.6114119444,35.8202336111
92NC,-81.6537066667,35.7273516667
3NC0,-81.7123191667,35.6904061111
MWK,-80.5529583333,36.4597333333
NR02,-79.9955555556,35.2377777778
W40,-78.0375277778,35.2225083333
NC79,-80.3575605556,35.4070858333
9NC7,-80.44,35.3697222222
NC61,-76.2108333333,36.4594444444
5NC4,-83.96685,35.0731405556
NC53,-84.0249086111,35.0792502778
NC88,-75.6512855556,35.9826683333
71NC,-79.4497222222,36.2633333333
EWN,-77.0429444444,35.0729722222
NC57,-77.0638372222,35.1154375
99NC,-77.1180555556,35.2144444444
6NC7,-76.9061111111,34.7513888889
NC76,-78.3877811111,35.3179413889
7NC7,-80.1736586111,36.3468041667
UKF,-81.0983388889,36.2228416667
49NC,-81.1577777778,36.1591666667
SUT,-78.0749916667,33.9292569444
N83,-80.0053169444,36.1951361111
60J,-78.4366722222,33.9085055556
W95,-75.9659647222,35.1011630556
HNZ,-78.5291666667,36.3615833333
61NC,-78.9655844444,34.871275
NC71,-79.0525311111,34.9179416667
32NC,-79.0430555556,34.8963888889
70NC,-78.1480497222,36.5445894444
NC36,-78.0302663889,35.5029380556
65NC,-80.4541666667,36.3483333333
SOP,-79.3887958333,35.2376111111
0NC2,-79.4566980556,35.2048788889
NC55,-80.9538888889,35.1027777778
4W9,-77.7360869444,35.0507191667
8NC4,-79.3127952778,35.729865
1NC1,-79.2386111111,35.8119444444
9NC8,-79.2188055556,35.6868888889
64NC,-79.7725,35.9019444444
0NC3,-76.699665,35.8751616667
1NC7,-76.6696613889,35.7334963889
PMZ,-76.7592769444,35.8084394444
1NC4,-77.2577333333,34.9954355556
13NC,-77.2496775,35.0334916667
6N9,-77.6983333333,34.9821080556
NC72,-78.1599938889,35.45155
5W4,-79.1910038889,35.0198597222
94NC,-79.2600333333,35.0096105556
2NC3,-78.6741705556,35.7795958333
3NC2,-78.6287222222,35.7321111111
0NC4,-78.5858355556,35.7868180556
5W5,-78.7002611111,35.6203472222
RDU,-78.7874722222,35.8776388889
NC13,-79.6705825,35.7515261111
19NC,-77.9230388889,36.0648747222
SIF,-79.8510111111,36.4372222222
NC37,-79.8411469444,36.3401363889
38NC,-79.6666666667,36.3538888889
6A5,-79.7080866667,36.3168025
1NC8,-80.2580555556,35.5158333333
RZZ,-77.7093413889,36.4394558333
NC51,-77.64609,36.4368175
RCZ,-79.7595872222,34.8913272222
RWI,-77.8919333333,35.8562527778
0NC5,-77.7891666667,35.9188888889
8NC5,-79.2488166667,34.5761166667
TDF,-78.9842277778,36.2848916667
NC40,-79.1186111111,36.4997222222
FQD,-81.9350777778,35.4282222222
58NC,-82.0551083333,35.3467852778
39NC,-81.9458333333,35.3247222222
06NC,-78.9302777778,34.8275
RUQ,-80.5202944444,35.6458861111
NC46,-80.4886705556,35.6834725
NC93,-80.5013888889,35.7777777778
88NC,-80.6852777778,35.6325
TTA,-79.1007655556,35.5837394444
NC00,-79.1936111111,35.56
82NC,-79.0733333333,35.3080555556
NC66,-77.2957994444,36.1312672222
0NC6,-77.4188586111,36.1312666667
2NC7,-77.3988583333,36.1679333333
45NC,-77.4547222222,36.5280555556
EHO,-81.6009972222,35.2555555556
NC97,-81.5225,35.3688888889
29NC,-81.6252777778,35.3116666667
20NC,-81.0559111111,35.5923561111
8NC6,-79.4069644444,35.6895866667
5W8,-79.5041888889,35.7043055556
22NC,-79.4683333333,35.8211111111
NC73,-76.4493688889,35.4387775
JNX,-78.3903294444,35.5409413889
8NC3,-77.4405555556,34.5661111111
27NC,-78.0244333333,33.9507277778
3NC7,-81.1367533333,36.5192952778
42NC,-78.1705555556,35.9577777778
7A8,-81.9956694444,35.9445702778
43A,-79.7928166667,35.3881952778
SVH,-80.9538958333,35.7649958333
NC09,-80.7766666667,35.8838888889
NC15,-80.978965,35.9570775
3NC5,-81.07,35.8122222222
NC43,-78.3380580556,34.12517
05NC,-78.2910555556,34.0081388889
NJM,-77.0296666667,34.6905
24A,-83.2099163889,35.3174336111
NC78,-78.9553058333,34.2101683333
ETC,-77.5466383333,35.9371008333
5NC6,-77.5499719444,35.9365452778
6NC4,-81.1395258333,35.9056877778
4NC3,-81.1966666667,35.9308333333
NC58,-81.1200808333,35.9209655556
NR04,-81.1730555556,35.9602777778
NC59,-81.1439702778,35.8506880556
N97,-80.1075447222,35.8301366667
NC31,-80.0242086111,35.7648583333
NC62,-79.8894897222,35.3579186111
56NC,-82.0319444444,35.2066666667
37NC,-81.5225,35.7480555556
AFP,-80.0771180833,35.02063775
67NC,-80.0288888889,34.97
NC48,-78.0599872222,34.7501688889
ACZ,-78.0036244444,34.7178902778
N63,-80.1483791667,36.3015261111
OCW,-77.0498138889,35.5704666667
N52,-80.7479833333,34.8638166667
2NC1,-80.8009047222,34.9973708333
07NC,-80.7511783333,34.8332041667
NC21,-80.7484027778,34.9918158333
74NC,-76.6297222222,35.0963888889
6NC5,-77.6619188889,36.0179322222
NC86,-78.7530555556,34.7336111111
CPC,-78.7149883333,34.2728705556
85NC,-83.1667833333,35.4291944444
NR05,-81.2038611111,36.1462222222
MCZ,-77.1782027778,35.8621930556
ILM,-77.9025,34.2706666667
33NC,-78.0894444444,34.4269444444
W03,-77.9697913889,35.7704069444
63NC,-77.9963755556,35.8362669444
8NC0,-76.9288888889,35.9883333333
54NC,-76.4172222222,36.2394444444
1NC6,-80.4500652778,35.0559822222
N46,-80.4191458333,34.9843402778
77NC,-78.1055494444,34.1521147222
INT,-80.222,36.1337222222
5NC7,-80.2669944444,36.0898594444
NC63,-80.1847688889,36.1351369444
NC47,-77.3533333333,35.4827777778
5NC8,-80.6464516667,36.1365252778
NC42,-80.6997869444,36.0720797222
80C,-80.6894444444,36.0513888889
6W4,-79.3927930556,36.3996527778
11NC,-78.5188894444,36.0215394444
51NC,-78.3486111111,35.8619444444
ND07,-97.4072222222,47.0027777778
NA92,-103.466300556,48.5786391667
ND26,-103.658809444,47.9000213889
7ND7,-103.728254444,47.6825175
26ND,-103.643531111,47.7097391667
ND01,-97.1864758333,47.0458080556
ND73,-97.2556433333,47.0483091667
ND74,-97.1628644444,47.0166405556
ND75,-100.26902,47.7199977778
ND02,-97.9600952778,47.8111038889
4NA3,-101.302103611,48.8572427778
6ND3,-96.9406386111,47.0696933333
1ND4,-97.0170294444,47.0583061111
ND76,-97.1567533333,47.0596969444
1A2,-97.2073094444,47.1110877778
ND60,-97.4798072222,47.9588777778
ASY,-99.3526141667,46.0238627778
ND78,-97.5370363889,47.0399783333
ND80,-100.725129444,47.0816586111
NA25,-100.652632778,48.4986116667
NA55,-97.0161961111,46.2660708333
NA56,-96.9914736111,46.3021822222
0NA1,-97.0375855556,46.245515
5ND3,-97.3220172222,48.8555436111
20U,-103.982055556,46.9251666667
ND29,-103.233788056,46.6666780556
6ND9,-101.764051111,48.3927936111
4NA5,-101.828219167,48.2883463889
95D,-101.8140575,47.2508408333
BIS,-100.74575,46.7727222222
ND11,-100.720403889,46.8311041667
ND30,-100.783183611,46.8080488889
ND46,-100.776794444,46.8074933333
D09,-100.417136111,48.8303916667
5B4,-102.245445,48.8097494444
BPP,-103.428080556,46.1869911111
78ND,-103.432407222,46.2950077778
1NA8,-100.095385833,46.6905416667
NA75,-99.3903997222,47.6763897222
ND59,-97.5295363889,46.9874766667
5ND0,-104.032433056,48.07641
NA30,-101.396274167,48.2722322222
12ND,-101.427083333,48.2952777778
NA81,-97.0864738889,47.6283122222
9D7,-99.2363888889,48.4800277778
ND28,-99.2115277778,48.4930833333
46D,-99.1511111111,47.4511111111
79ND,-99.0012222222,47.32333
5N8,-97.2078611111,46.8539444444
2C8,-97.6319305556,48.7838388889
9ND8,-97.6723116667,48.7855486111
ND81,-97.9112097222,48.7219383333
23ND,-101.267092222,47.0822172222
8ND5,-97.4053708333,46.7638633333
8ND6,-97.3909261111,46.7127508333
ND10,-96.7864722222,46.5488888889
ND89,-98.5070386111,47.0558236111
3NA0,-97.5114791667,47.4166538889
ND90,-97.7337122222,45.9666308333
D49,-102.792120556,48.8986433333
6NA0,-102.737950556,48.9930883333
S32,-98.1058713889,47.4227736111
D50,-103.297251389,48.9285155556
80ND,-103.370466667,48.8786438889
ND92,-97.1170341667,46.7083030556
34ND,-97.1564788889,46.7058036111
ND33,-99.7523333333,46.8766666667
ND09,-98.1689844444,47.1911
81ND,-101.044874722,48.3886272222
DVL,-98.9086944444,48.1143055556
DIK,-102.801952778,46.7973888889
7ND1,-102.778238889,47.0361222222
9ND1,-97.2684072222,48.6480419444
D29,-97.1770277778,48.6185347222
37ND,-102.5090725,47.2319561111
S28,-100.043458889,48.9977819444
51D,-98.7348055556,46.3485277778
03ND,-97.8289833333,48.6263827778
NA32,-98.8587177778,46.8985986111
NA84,-99.0051097222,46.8005394444
Y71,-101.845145,46.3827844444
4E7,-98.5128788889,46.0124719444
5N4,-97.6203758333,46.6271947222
ND47,-97.5511222222,46.6408055556
38ND,-97.4011997222,47.0980347222
NA33,-99.9259638889,48.0011158333
2NA7,-99.6165213889,48.0283411111
FAR,-96.8157638889,46.92065
ND48,-96.7856363889,46.883575
ND45,-96.8291833333,46.8315166667
6NA2,-96.8036938889,46.7924641667
D54,-96.9186952778,46.9008008333
D24,-99.6609555556,47.6597238889
0ND0,-99.4004097222,47.9291713889
ND14,-97.8017563889,48.2347155556
Y27,-100.634849167,46.0663855556
6ND2,-98.3878769444,46.2588558333
9G9,-99.1670541667,46.6166441667
40ND,-96.82258,46.3846825
D05,-101.437222222,47.6559444444
ND87,-102.104616111,47.6055613889
ND22,-101.600442222,47.6833347222
ND18,-101.216824722,48.5064075
D57,-101.860155556,46.8127830556
06ND,-101.669315278,46.7488919444
08ND,-102.097673056,47.3230638889
0NA9,-103.8010325,46.7500127778
GAF,-97.3709444444,48.4047222222
7ND2,-97.320075,48.3727647222
GFK,-97.1761111111,47.94925
RDR,-97.4011666667,47.9611666667
2ND3,-97.1224361111,48.0008138889
NA60,-97.0384180556,47.2349783333
NA61,-103.188796389,47.2955705556
7N6,-103.92993,48.6255830556
NA63,-103.856316111,48.6666952778
4NA6,-103.879651111,48.4550252778
ND86,-103.963055556,48.5638888889
GWR,-97.64325,46.2187222222
0ND6,-99.9170583333,46.0549855556
10ND,-102.361568056,47.18751
44ND,-102.241285833,47.5277836111
ND16,-102.242120556,47.4416733333
3NA6,-99.4617922222,47.7705591667
5H4,-99.9317422222,47.7912330556
ND27,-99.9313888889,47.7669444444
ND72,-100.084849722,47.6844427778
ND20,-97.3500872222,47.7041505556
6H8,-100.269834167,46.4819344444
0ND7,-100.104554167,46.465265
48ND,-100.5503975,46.5124938889
ND85,-100.178888889,46.4930555556
ND50,-101.6129425,47.2983366667
HZE,-101.580944444,47.2898611111
HEI,-102.655972222,46.0149444444
ND99,-96.8095277778,46.7202416667
7NA0,-97.0281408333,47.3574786111
3H4,-97.0604163889,47.3594077778
5ND9,-97.0748091667,47.4847019444
NA65,-97.6281419444,48.5313808333
8NA9,-97.6789844444,47.3280433333
52ND,-97.2895325,47.1894241667
53ND,-99.9470686111,47.5480530556
ND24,-97.6725863889,48.1402694444
JMS,-98.6781944444,46.9297222222
7K5,-102.047594444,48.6675827778
9NA4,-101.890718056,48.6661338889
3NA7,-98.7170480556,47.3861075
9Y1,-102.770741944,47.3927913889
55ND,-102.710741111,47.3555688889
K74,-96.9985805556,46.6487611111
1ND3,-97.130645,46.6477463889
57ND,-97.0595325,46.6082997222
5K9,-98.9420511111,46.2888586111
5L0,-98.3252916667,48.0294027778
4F9,-98.28371,46.3466355556
D55,-98.3933369444,48.7530177778
7ND8,-98.7481822222,48.8522280556
7NA2,-101.350437778,48.6877986111
2L1,-97.6406427778,47.9069344444
61ND,-97.6620319444,47.9474908333
62ND,-97.7595319444,47.7791572222
D31,-99.4034686111,48.2849988889
5ND4,-97.2431463889,46.1435719444
4N4,-97.1664777778,46.0891269444
ND98,-100.655277778,46.7608333333
7L2,-100.245623861,46.2206408889
7NA3,-97.6942641667,46.3499655556
6L3,-97.7282681944,46.4466081389
63ND,-97.7281544444,46.3652438889
ND35,-97.7003797222,46.699975
NA86,-97.9009308333,47.3333230556
1ND7,-97.2670347222,46.8291405556
84ND,-97.7570336111,48.0008255556
7G2,-100.487349722,47.4622197222
8M6,-98.1864875,47.7830511111
6D3,-99.5270780556,47.9777869444
NA38,-99.4295772222,47.9505616667
0NA5,-99.5629113889,48.0011202778
ND38,-99.5365213889,47.9583416667
NA39,-101.854610556,47.8977866667
Y19,-100.894343333,46.7682366667
64ND,-101.075415,46.8508275
8ND4,-97.1861875,48.073595
2ND0,-97.0498102778,46.8144141667
67ND,-98.3823169444,46.5433091667
69ND,-101.041823056,48.7430766667
D56,-97.3337016667,47.474985
7NA4,-97.3337016667,47.5172072222
ND40,-99.2503888889,46.8166508333
9NA2,-99.2923333333,46.8935977778
2ND1,-100.699856667,47.4924980556
2ND2,-100.721247778,47.5669433333
4R6,-97.4378686111,46.2582941667
88ND,-97.9939897222,48.7088825
ND43,-101.404330556,48.2000091667
89ND,-101.249326389,47.9113947222
2ND4,-101.292106667,48.2319538889
MIB,-101.358038889,48.4157694444
MOT,-101.278027778,48.2576388889
D06,-97.3920211111,48.2833213889
HBC,-101.536995278,48.7683833333
8NA5,-98.6303752778,46.6630358333
3P3,-102.322938889,46.359725
1NA0,-97.8895425,48.7322161111
5B5,-99.7601086111,46.4944238889
NA67,-97.46452,48.9838788889
6NA6,-100.978486389,48.6191858333
6NA7,-100.921540833,48.7302958333
2ND7,-100.814037222,48.7516813889
94ND,-100.918484167,48.6658502778
8J7,-99.1312286111,47.6963872222
NA44,-99.1595616667,47.6541652778
05D,-102.477957778,47.9669588889
2ND9,-101.917108056,48.8166883333
4V4,-97.5904222222,47.7242333333
72ND,-97.5920330556,47.6610991667
73ND,-98.6884327778,46.5716430556
2D5,-98.0798897778,46.1731150556
3ND5,-97.7712133333,47.0610911111
64G,-97.4803663889,47.169705
Y37,-97.7807777778,48.3940833333
97ND,-97.7081433333,48.4308261111
Y74,-102.142114167,47.9364008333
PMB,-97.2408333333,48.9425
98ND,-97.6223058333,48.2633247222
Y99,-101.9532225,48.0305680556
6ND6,-97.5503688889,47.5166544444
5NA2,-97.3637013889,47.5377630556
14ND,-102.908495556,46.207785
NA88,-100.423453056,47.2238822222
NA01,-97.0053608333,47.6683102778
NA22,-103.796313611,46.0125022222
NA77,-103.845760556,45.9866683333
4E8,-102.354897222,46.89584
37N,-101.408771667,47.4830547222
ND54,-99.7303872222,47.1291569444
2H9,-99.8531991667,48.6652772222
06D,-99.6208769444,48.8843411111
RUG,-100.024273889,48.3903591667
NA03,-100.858203333,48.6725144444
4S5,-97.4392477778,48.6263780556
ND36,-97.4848055556,48.6380444444
8ND0,-99.0167961111,48.9013955556
ND42,-101.078472222,48.1030555556
NA98,-103.170172778,46.3025083333
NA05,-97.4356480556,46.6121930556
NA06,-98.9726175,47.8627755556
NA70,-98.9884483333,47.7738861111
NA07,-100.695149444,48.8864041667
7NA9,-100.577927778,48.9283483333
08D,-102.406351389,48.3007986111
NA10,-99.0337444444,48.3805588889
ND32,-99.8945483333,46.9155402778
